VER : 2,,./Resonators_Twoports.csv
emvu,14.52, Exported Data from:,Resonators_Twoports
Frequency:,4e+09
Drive:,Port 1,V,1,P,0,Port 2,V,0,P,0,
theLevel:,0,0
Export Positions in:,UM,1e-06
Export Steps:,10,UM, by,10,UM,Area,100,MKS Area,1e-10,m^2
JXY Magnitude,Magnitude Form,Amps/Meter
Y Position
X Position ->,5.00000000,15.0000000,25.0000000,35.0000000,45.0000000,55.0000000,65.0000000,75.0000000,85.0000000,95.0000000,105.000000,115.000000,125.000000,135.000000,145.000000,155.000000,165.000000,175.000000,185.000000,195.000000,205.000000,215.000000,225.000000,235.000000,245.000000,255.000000,265.000000,275.000000,285.000000,295.000000,305.000000,315.000000,325.000000,335.000000,345.000000,355.000000,365.000000,375.000000,385.000000,395.000000,405.000000,415.000000,425.000000,435.000000,445.000000,455.000000,465.000000,475.000000,485.000000,495.000000,505.000000,515.000000,525.000000,535.000000,545.000000,555.000000,565.000000,575.000000,585.000000,595.000000,605.000000,615.000000,625.000000,635.000000,645.000000,655.000000,665.000000,675.000000,685.000000,695.000000,705.000000,715.000000,725.000000,735.000000,745.000000,755.000000,765.000000,775.000000,785.000000,795.000000,805.000000,815.000000,825.000000,835.000000,845.000000,855.000000,865.000000,875.000000,885.000000,895.000000,905.000000,915.000000,925.000000,935.000000,945.000000,955.000000,965.000000,975.000000,985.000000,995.000000,1005.00000,1015.00000,1025.00000,1035.00000,1045.00000,1055.00000,1065.00000,1075.00000,1085.00000,1095.00000,1105.00000,1115.00000,1125.00000,1135.00000,1145.00000,1155.00000,1165.00000,1175.00000,1185.00000,1195.00000,1205.00000,1215.00000,1225.00000,1235.00000,1245.00000,1255.00000,1265.00000,1275.00000,1285.00000,1295.00000,1305.00000,1315.00000,1325.00000,1335.00000,1345.00000,1355.00000,1365.00000,1375.00000,1385.00000,1395.00000,1405.00000,1415.00000,1425.00000,1435.00000,1445.00000,1455.00000,1465.00000,1475.00000,1485.00000,1495.00000,1505.00000,1515.00000,1525.00000,1535.00000,1545.00000,1555.00000,1565.00000,1575.00000,1585.00000,1595.00000,1605.00000,1615.00000,1625.00000,1635.00000,1645.00000,1655.00000,1665.00000,1675.00000,1685.00000,1695.00000,1705.00000,1715.00000,1725.00000,1735.00000,1745.00000,1755.00000,1765.00000,1775.00000,1785.00000,1795.00000,
2995.00000,0.00402321,0.00505093,0.00504255,0.00893559,0.00892359,0.00891179,0.00890021,0.01859104,0.01857923,0.01856798,0.01855730,0.01854717,0.01853760,0.01852859,0.01852015,0.03701444,0.03700647,0.03700003,0.03699513,0.03699175,0.03698991,0.03698960,0.03699082,0.03699357,0.03699786,0.03700367,0.03701102,0.03701989,0.05548788,0.05550296,0.05552151,0.05554352,0.05556899,0.05559791,0.05563029,0.05566611,0.05570537,0.05574806,0.05579418,0.05584370,0.06763157,0.06768577,0.06774506,0.06780944,0.06787889,0.06795340,0.06803295,0.06811751,0.06820709,0.06830164,0.06840116,0.06850561,0.06861499,0.07289238,0.07298523,0.07308294,0.07318549,0.07329286,0.07340504,0.07352199,0.07364369,0.07258958,0.07270934,0.07283325,0.07296129,0.07151752,0.07163174,0.07175153,0.07064786,0.07073685,0.07085717,0.06938156,0.06789813,0.06802369,0.06815496,0.06608230,0.06619618,0.06631311,0.06643306,0.06048219,0.06060898,0.06073967,0.06087424,0.06101266,0.06115490,0.06130094,0.06145075,0.05018942,0.05030416,0.05042093,0.05053971,0.05066048,0.05078324,0.05090796,0.05103464,0.05116326,0.05129381,0.05142626,0.04084336,0.04090662,0.04097027,0.04103432,0.04109875,0.04116357,0.04122878,0.03676043,0.03676834,0.03677647,0.03516192,0.03508376,0.03500567,0.03341487,0.03327968,0.03314463,0.03250154,0.03230257,0.03214455,0.03188246,0.03162080,0.03214313,0.03182904,0.03151584,0.03231181,0.03192433,0.03153874,0.03405731,0.03363205,0.03321078,0.03279366,0.03238085,0.03197251,0.03156881,0.03583924,0.03544123,0.03505090,0.03466851,0.03429431,0.03392859,0.03357162,0.03322368,0.03288506,0.03255604,0.03223693,0.03240279,0.03214218,0.03188988,0.03164608,0.03141098,0.03118479,0.03096769,0.03075987,0.03056153,0.03037286,0.03019403,0.02353435,0.02340289,0.02327641,0.02315499,0.02303871,0.02292764,0.02282188,0.02272148,0.02262652,0.02253708,0.02245320,0.01309891,0.01303622,0.01297563,0.01291719,0.01286090,0.01280681,0.01275494,0.01270532,0.00621618,0.00617696,0.00613836,0.00610040,0.00373997,0.00371575,0.00307733,
2985.00000,0.00402381,0.00506045,0.00505209,0.00897124,0.00895928,0.00894753,0.00893600,0.01867948,0.01866773,0.01865653,0.01864590,0.01863582,0.01862629,0.01861733,0.01860893,0.03722297,0.03721504,0.03720864,0.03720376,0.03720041,0.03719858,0.03719827,0.03719948,0.03720222,0.03720648,0.03721226,0.03721957,0.03722839,0.05587486,0.05588984,0.05590825,0.05593011,0.05595541,0.05598413,0.05601629,0.05605186,0.05609085,0.05613325,0.05617904,0.05622823,0.06819249,0.06824624,0.06830504,0.06836890,0.06843778,0.06851168,0.06859058,0.06867446,0.06876331,0.06885710,0.06895581,0.06905943,0.06916793,0.07348349,0.07357559,0.07367252,0.07377425,0.07388077,0.07399205,0.07410808,0.07422882,0.07313436,0.07325323,0.07337622,0.07350332,0.07210389,0.07221719,0.07233600,0.07125378,0.07111537,0.07123505,0.06994999,0.06844546,0.06857002,0.06870024,0.06649460,0.06660778,0.06672398,0.06684320,0.06090483,0.06103074,0.06116053,0.06129418,0.06143165,0.06157292,0.06171797,0.06186677,0.05045644,0.05057057,0.05068673,0.05080488,0.05092503,0.05104715,0.05117123,0.05129726,0.05142522,0.05155510,0.05168689,0.04094220,0.04100530,0.04106880,0.04113270,0.04119698,0.04126164,0.04132670,0.03680439,0.03681229,0.03682041,0.03514922,0.03507104,0.03499292,0.03341203,0.03327682,0.03314177,0.03251251,0.03231361,0.03218718,0.03192544,0.03166413,0.03225432,0.03194132,0.03162924,0.03248189,0.03209646,0.03171296,0.03436689,0.03394551,0.03352818,0.03311505,0.03270630,0.03230207,0.03190255,0.03631969,0.03592701,0.03554201,0.03516496,0.03479610,0.03443571,0.03408405,0.03374140,0.03340802,0.03308421,0.03277024,0.03289106,0.03263435,0.03238588,0.03214585,0.03191443,0.03169183,0.03147823,0.03127380,0.03107875,0.03089323,0.03071743,0.02386154,0.02373189,0.02360717,0.02348746,0.02337283,0.02326337,0.02315913,0.02306020,0.02296665,0.02287853,0.02279591,0.01325919,0.01319727,0.01313742,0.01307970,0.01302412,0.01297071,0.01291950,0.01287051,0.00627612,0.00623727,0.00619905,0.00616146,0.00375613,0.00373201,0.00307825,
2975.00000,0.00402441,0.00507002,0.00506167,0.00900696,0.00899506,0.00898336,0.00897187,0.01876806,0.01875636,0.01874522,0.01873463,0.01872460,0.01871512,0.01870620,0.01869784,0.03743183,0.03742396,0.03741759,0.03741274,0.03740940,0.03740758,0.03740727,0.03740848,0.03741120,0.03741544,0.03742119,0.03742845,0.03743723,0.05626259,0.05627746,0.05629575,0.05631745,0.05634257,0.05637110,0.05640304,0.05643837,0.05647709,0.05651920,0.05656468,0.05661354,0.06875387,0.06880718,0.06886551,0.06892884,0.06899717,0.06907047,0.06914873,0.06923194,0.06932007,0.06941310,0.06951103,0.06961382,0.06972146,0.07407480,0.07416616,0.07426232,0.07436325,0.07446892,0.07457932,0.07469444,0.07481424,0.07367942,0.07379741,0.07391950,0.07404566,0.07269123,0.07280361,0.07292147,0.07186107,0.07149422,0.07161327,0.07052018,0.06899436,0.06911793,0.06924712,0.06690762,0.06702010,0.06713559,0.06725408,0.06132876,0.06145381,0.06158271,0.06171544,0.06185197,0.06199229,0.06213636,0.06228416,0.05072442,0.05083796,0.05095350,0.05107104,0.05119056,0.05131205,0.05143549,0.05156088,0.05168819,0.05181741,0.05194853,0.04104136,0.04110431,0.04116766,0.04123140,0.04129552,0.04136004,0.04142494,0.03684853,0.03685643,0.03686453,0.03513670,0.03505849,0.03498034,0.03340978,0.03327456,0.03313950,0.03252477,0.03232594,0.03223208,0.03197070,0.03170977,0.03236876,0.03205688,0.03174593,0.03265714,0.03227380,0.03189243,0.03468232,0.03426482,0.03385143,0.03344230,0.03303759,0.03263747,0.03224210,0.03680511,0.03641766,0.03603791,0.03566609,0.03530248,0.03494731,0.03460085,0.03426336,0.03393511,0.03361638,0.03330743,0.03338190,0.03312900,0.03288426,0.03264789,0.03242006,0.03220096,0.03199075,0.03178963,0.03159775,0.03141530,0.03124244,0.02418968,0.02406180,0.02393880,0.02382075,0.02370774,0.02359982,0.02349708,0.02339958,0.02330739,0.02322056,0.02313917,0.01341984,0.01335866,0.01329954,0.01324252,0.01318763,0.01313488,0.01308431,0.01303595,0.00633631,0.00629784,0.00625998,0.00622276,0.00377244,0.00374843,0.00307918,
2965.00000,0.00402501,0.00507962,0.00507129,0.00904277,0.00903091,0.00901926,0.00900781,0.01885677,0.01884513,0.01883404,0.01882350,0.01881352,0.01880409,0.01879521,0.01878689,0.03764104,0.03763320,0.03762687,0.03762205,0.03761873,0.03761692,0.03761661,0.03761781,0.03762052,0.03762473,0.03763045,0.03763767,0.03764640,0.05665104,0.05666581,0.05668397,0.05670553,0.05673048,0.05675881,0.05679053,0.05682562,0.05686408,0.05690590,0.05695108,0.05699960,0.06931572,0.06936859,0.06942645,0.06948927,0.06955705,0.06962976,0.06970739,0.06978993,0.06987736,0.06996965,0.07006680,0.07016878,0.07027557,0.07466629,0.07475693,0.07485233,0.07495246,0.07505730,0.07516684,0.07528106,0.07539993,0.07422474,0.07434187,0.07446306,0.07458830,0.07327950,0.07339098,0.07350790,0.07246971,0.07187341,0.07199183,0.07109207,0.06954480,0.06966739,0.06979556,0.06732134,0.06743313,0.06754792,0.06766568,0.06175396,0.06187815,0.06200616,0.06213799,0.06227360,0.06241297,0.06255607,0.06270288,0.05099337,0.05110630,0.05122124,0.05133817,0.05145707,0.05157793,0.05170074,0.05182548,0.05195214,0.05208071,0.05221117,0.04114084,0.04120364,0.04126684,0.04133042,0.04139439,0.04145875,0.04152350,0.03689286,0.03690075,0.03690885,0.03512436,0.03504612,0.03496795,0.03340812,0.03327290,0.03313783,0.03253832,0.03233958,0.03227924,0.03201824,0.03175770,0.03248642,0.03217568,0.03186589,0.03283746,0.03245625,0.03207705,0.03500345,0.03458983,0.03418037,0.03377522,0.03337455,0.03297852,0.03258729,0.03729529,0.03691299,0.03653839,0.03617172,0.03581324,0.03546318,0.03512181,0.03478938,0.03446614,0.03415236,0.03384831,0.03387520,0.03362601,0.03338492,0.03315212,0.03292778,0.03271207,0.03250517,0.03230725,0.03211847,0.03193899,0.03176898,0.02451873,0.02439257,0.02427125,0.02415483,0.02404338,0.02393698,0.02383569,0.02373958,0.02364872,0.02356315,0.02348294,0.01358083,0.01352038,0.01346197,0.01340565,0.01335142,0.01329933,0.01324939,0.01320162,0.00639675,0.00635864,0.00632115,0.00628429,0.00378890,0.00376500,0.00308012,
2955.00000,0.00402561,0.00508927,0.00508095,0.00907866,0.00906684,0.00905524,0.00904384,0.01894562,0.01893403,0.01892300,0.01891251,0.01890257,0.01889318,0.01888435,0.01887606,0.03785057,0.03784278,0.03783648,0.03783168,0.03782838,0.03782658,0.03782628,0.03782747,0.03783016,0.03783435,0.03784004,0.03784722,0.03785590,0.05704021,0.05705487,0.05707291,0.05709433,0.05711910,0.05714725,0.05717875,0.05721360,0.05725180,0.05729334,0.05733821,0.05738640,0.06987801,0.06993046,0.06998785,0.07005017,0.07011740,0.07018953,0.07026655,0.07034843,0.07043517,0.07052673,0.07062311,0.07072429,0.07083024,0.07525796,0.07534789,0.07544254,0.07554189,0.07564592,0.07575461,0.07586794,0.07598589,0.07477033,0.07488661,0.07500692,0.07513125,0.07386870,0.07397929,0.07409528,0.07307965,0.07225292,0.07237072,0.07166563,0.07009673,0.07021836,0.07034553,0.06773576,0.06784687,0.06796095,0.06807800,0.06218040,0.06230374,0.06243088,0.06256181,0.06269650,0.06283493,0.06297708,0.06312291,0.05126325,0.05137559,0.05148993,0.05160625,0.05172453,0.05184477,0.05196695,0.05209105,0.05221707,0.05234499,0.05247479,0.04124064,0.04130329,0.04136633,0.04142977,0.04149359,0.04155779,0.04162238,0.03693738,0.03694526,0.03695334,0.03511220,0.03503393,0.03495573,0.03340706,0.03327183,0.03313676,0.03255316,0.03235450,0.03232864,0.03206805,0.03180792,0.03260726,0.03229768,0.03198907,0.03302278,0.03264374,0.03226674,0.03533013,0.03492038,0.03451484,0.03411367,0.03371702,0.03332505,0.03293794,0.03779006,0.03741282,0.03704327,0.03668165,0.03632820,0.03598315,0.03564676,0.03531927,0.03500093,0.03469199,0.03439270,0.03437086,0.03412528,0.03388775,0.03365842,0.03343748,0.03322508,0.03302140,0.03282659,0.03264081,0.03246422,0.03229697,0.02484865,0.02472418,0.02460449,0.02448965,0.02437974,0.02427481,0.02417494,0.02408019,0.02399061,0.02390626,0.02382721,0.01374216,0.01368242,0.01362471,0.01356906,0.01351549,0.01346403,0.01341470,0.01336753,0.00645743,0.00641969,0.00638255,0.00634605,0.00380552,0.00378172,0.00308107,
2945.00000,0.00402622,0.00509895,0.00509065,0.00911462,0.00910286,0.00909130,0.00907994,0.01903460,0.01902307,0.01901208,0.01900164,0.01899175,0.01898241,0.01897361,0.01896537,0.03806042,0.03805267,0.03804641,0.03804164,0.03803836,0.03803657,0.03803627,0.03803745,0.03804013,0.03804430,0.03804995,0.03805710,0.03806573,0.05743007,0.05744464,0.05746256,0.05748382,0.05750844,0.05753639,0.05756767,0.05760229,0.05764023,0.05768149,0.05772606,0.05777393,0.07044073,0.07049277,0.07054970,0.07061153,0.07067822,0.07074978,0.07082619,0.07090743,0.07099348,0.07108432,0.07117995,0.07128034,0.07138546,0.07584981,0.07593904,0.07603296,0.07613154,0.07623476,0.07634261,0.07645507,0.07657211,0.07531618,0.07543161,0.07555106,0.07567450,0.07445879,0.07456850,0.07468358,0.07369087,0.07263276,0.07274994,0.07224082,0.07065013,0.07077081,0.07089698,0.06815086,0.06826129,0.06837468,0.06849102,0.06260806,0.06273055,0.06285683,0.06298688,0.06312066,0.06325817,0.06339936,0.06354422,0.05153406,0.05164582,0.05175955,0.05187527,0.05199294,0.05211256,0.05223411,0.05235758,0.05248296,0.05261023,0.05273938,0.04134076,0.04140326,0.04146615,0.04152943,0.04159309,0.04165715,0.04172158,0.03698209,0.03698995,0.03699803,0.03510022,0.03502192,0.03494370,0.03340659,0.03327136,0.03313628,0.03256928,0.03237072,0.03238029,0.03212012,0.03186041,0.03273125,0.03242285,0.03211545,0.03321301,0.03283616,0.03246141,0.03566220,0.03525631,0.03485468,0.03445746,0.03406482,0.03367690,0.03329388,0.03828924,0.03791696,0.03755237,0.03719570,0.03684718,0.03650704,0.03617552,0.03585286,0.03553930,0.03523508,0.03494045,0.03486876,0.03462672,0.03439265,0.03416671,0.03394908,0.03373990,0.03353934,0.03334756,0.03316470,0.03299092,0.03282635,0.02517941,0.02505658,0.02493849,0.02482520,0.02471678,0.02461329,0.02451480,0.02442136,0.02433304,0.02424989,0.02417196,0.01390382,0.01384477,0.01378774,0.01373275,0.01367982,0.01362898,0.01358025,0.01353366,0.00651835,0.00648096,0.00644418,0.00640803,0.00382228,0.00379859,0.00308204,
2935.00000,0.00402684,0.00510868,0.00510039,0.00915067,0.00913894,0.00912743,0.00911612,0.01912371,0.01911223,0.01910130,0.01909091,0.01908106,0.01907176,0.01906301,0.01905480,0.03827060,0.03826289,0.03825666,0.03825192,0.03824866,0.03824687,0.03824657,0.03824775,0.03825042,0.03825456,0.03826018,0.03826729,0.03827587,0.05782062,0.05783509,0.05785289,0.05787401,0.05789846,0.05792622,0.05795730,0.05799168,0.05802937,0.05807035,0.05811462,0.05816217,0.07100389,0.07105551,0.07111200,0.07117333,0.07123950,0.07131050,0.07138630,0.07146690,0.07155228,0.07164242,0.07173730,0.07183691,0.07194122,0.07644184,0.07653038,0.07662357,0.07672139,0.07682382,0.07693084,0.07704244,0.07715860,0.07586228,0.07597689,0.07609548,0.07621803,0.07504975,0.07515861,0.07527278,0.07430334,0.07301291,0.07312948,0.07281759,0.07120495,0.07132469,0.07144989,0.06856662,0.06867638,0.06878909,0.06890473,0.06303690,0.06315857,0.06328400,0.06341316,0.06354605,0.06368263,0.06382289,0.06396679,0.05180578,0.05191695,0.05203010,0.05214521,0.05226228,0.05238128,0.05250221,0.05262505,0.05274979,0.05287642,0.05300492,0.04144119,0.04150354,0.04156627,0.04162940,0.04169292,0.04175682,0.04182110,0.03702698,0.03703483,0.03704290,0.03508842,0.03501010,0.03493184,0.03340671,0.03327148,0.03313640,0.03258668,0.03238823,0.03243417,0.03217443,0.03191516,0.03285834,0.03255115,0.03224497,0.03340808,0.03303345,0.03266096,0.03599952,0.03559747,0.03519973,0.03480645,0.03441779,0.03403390,0.03365494,0.03879265,0.03842525,0.03806553,0.03771371,0.03737002,0.03703469,0.03670793,0.03638999,0.03608110,0.03578149,0.03549139,0.03536883,0.03513023,0.03489954,0.03467690,0.03446249,0.03425645,0.03405893,0.03387009,0.03369007,0.03351901,0.03335705,0.02551099,0.02538976,0.02527322,0.02516144,0.02505447,0.02495239,0.02485524,0.02476308,0.02467598,0.02459399,0.02451716,0.01406578,0.01400742,0.01395105,0.01389671,0.01384441,0.01379418,0.01374603,0.01370000,0.00657950,0.00654246,0.00650603,0.00647022,0.00383919,0.00381561,0.00308302,
2925.00000,0.00402746,0.00511844,0.00511017,0.00918678,0.00917511,0.00916364,0.00915238,0.01921295,0.01920152,0.01919064,0.01918030,0.01917050,0.01916124,0.01915253,0.01914436,0.03848108,0.03847342,0.03846723,0.03846251,0.03845926,0.03845749,0.03845719,0.03845836,0.03846101,0.03846513,0.03847073,0.03847779,0.03848633,0.05821185,0.05822622,0.05824389,0.05826488,0.05828916,0.05831674,0.05834760,0.05838176,0.05841919,0.05845990,0.05850388,0.05855111,0.07156746,0.07161868,0.07167472,0.07173557,0.07180122,0.07187166,0.07194688,0.07202685,0.07211157,0.07220101,0.07229516,0.07239399,0.07249750,0.07703403,0.07712189,0.07721437,0.07731144,0.07741309,0.07751930,0.07763006,0.07774533,0.07640863,0.07652242,0.07664016,0.07676185,0.07564158,0.07574958,0.07586286,0.07491701,0.07339337,0.07350934,0.07339591,0.07176117,0.07187999,0.07200422,0.06898303,0.06909214,0.06920417,0.06931912,0.06346692,0.06358776,0.06371234,0.06384064,0.06397264,0.06410832,0.06424764,0.06439060,0.05207840,0.05218899,0.05230155,0.05241607,0.05253253,0.05265092,0.05277123,0.05289345,0.05301756,0.05314355,0.05327140,0.04154193,0.04160413,0.04166672,0.04172969,0.04179305,0.04185680,0.04192093,0.03707205,0.03707990,0.03708796,0.03507679,0.03499845,0.03492017,0.03340742,0.03327220,0.03313712,0.03260536,0.03240703,0.03249026,0.03223097,0.03197216,0.03298851,0.03268255,0.03237760,0.03360788,0.03323551,0.03286531,0.03634193,0.03594371,0.03554984,0.03516048,0.03477578,0.03439588,0.03402095,0.03930013,0.03893752,0.03858258,0.03823552,0.03789656,0.03756593,0.03724384,0.03693051,0.03662617,0.03633106,0.03604538,0.03587096,0.03563573,0.03540833,0.03518891,0.03497764,0.03477465,0.03458009,0.03439411,0.03421685,0.03404843,0.03388900,0.02584333,0.02572368,0.02560866,0.02549835,0.02539280,0.02529208,0.02519624,0.02510534,0.02501943,0.02493856,0.02486279,0.01422805,0.01417036,0.01411464,0.01406093,0.01400924,0.01395960,0.01391203,0.01386655,0.00664088,0.00660418,0.00656809,0.00653262,0.00385625,0.00383276,0.00308402,
2915.00000,0.00402808,0.00512824,0.00511999,0.00922298,0.00921135,0.00919993,0.00918871,0.01930231,0.01929094,0.01928011,0.01926981,0.01926006,0.01925085,0.01924217,0.01923404,0.03869187,0.03868425,0.03867810,0.03867340,0.03867017,0.03866841,0.03866811,0.03866928,0.03867191,0.03867601,0.03868158,0.03868860,0.03869709,0.05860373,0.05861800,0.05863556,0.05865640,0.05868052,0.05870792,0.05873858,0.05877251,0.05880969,0.05885013,0.05889381,0.05894074,0.07213144,0.07218225,0.07223786,0.07229823,0.07236338,0.07243327,0.07250790,0.07258726,0.07267132,0.07276007,0.07285350,0.07295158,0.07305430,0.07762639,0.07771359,0.07780536,0.07790169,0.07800257,0.07810798,0.07821790,0.07833231,0.07695522,0.07706820,0.07718511,0.07730595,0.07623423,0.07634140,0.07645380,0.07553187,0.07377414,0.07388951,0.07397575,0.07231876,0.07243665,0.07255994,0.06940009,0.06950854,0.06961990,0.06973417,0.06389807,0.06401810,0.06414185,0.06426929,0.06440041,0.06453519,0.06467359,0.06481561,0.05235190,0.05246192,0.05257389,0.05268781,0.05280368,0.05292146,0.05304116,0.05316276,0.05328624,0.05341160,0.05353881,0.04164298,0.04170503,0.04176747,0.04183029,0.04189350,0.04195709,0.04202107,0.03711731,0.03712515,0.03713319,0.03506535,0.03498698,0.03490867,0.03340873,0.03327351,0.03313844,0.03262533,0.03242712,0.03254856,0.03228974,0.03203141,0.03312172,0.03281700,0.03251332,0.03381235,0.03344226,0.03307437,0.03668929,0.03629488,0.03590487,0.03551940,0.03513863,0.03476269,0.03439177,0.03981154,0.03945362,0.03910337,0.03876097,0.03842665,0.03810062,0.03778308,0.03747426,0.03717438,0.03688365,0.03660229,0.03637508,0.03614312,0.03591893,0.03570266,0.03549444,0.03529443,0.03510275,0.03491955,0.03474497,0.03457913,0.03442216,0.02617643,0.02605830,0.02594477,0.02583589,0.02573173,0.02563234,0.02553777,0.02544809,0.02536335,0.02528358,0.02520885,0.01439061,0.01433357,0.01427849,0.01422540,0.01417431,0.01412525,0.01407824,0.01403330,0.00670246,0.00666611,0.00663035,0.00659522,0.00387344,0.00385006,0.00308502,
